,SP NO.,superfamily,family,subfamily,val genus,name,FULL NAME
449,420708,Gelechioidea,Gelechiidae,Gelechiinae,Coleotechnites,apicitripunctella,Coleotechnites apicitripunctella (Clemens)
450,420711,Gelechioidea,Gelechiidae,Gelechiinae,Coleotechnites,atrupictella,Coleotechnites atrupictella (Dietz)
451,420715,Gelechioidea,Gelechiidae,Gelechiinae,Coleotechnites,blastovora,Coleotechnites blastovora (McLeod)
452,420716,Gelechioidea,Gelechiidae,Gelechiinae,Coleotechnites,canusella,Coleotechnites canusella (Freeman)
453,420721,Gelechioidea,Gelechiidae,Gelechiinae,Coleotechnites,coniferella,Coleotechnites coniferella (Kearfott)
454,420723,Gelechioidea,Gelechiidae,Gelechiinae,Coleotechnites,ducharmei,Coleotechnites ducharmei (Freeman)
455,420729,Gelechioidea,Gelechiidae,Gelechiinae,Coleotechnites,gibsonella,Coleotechnites gibsonella (Kearfott)
456,420734,Gelechioidea,Gelechiidae,Gelechiinae,Coleotechnites,laricis,Coleotechnites laricis (Freeman)
457,420737,Gelechioidea,Gelechiidae,Gelechiinae,Coleotechnites,macleodi,Coleotechnites macleodi (Freeman)
458,420738,Gelechioidea,Gelechiidae,Gelechiinae,Coleotechnites,martini,Coleotechnites martini (Freeman)
459,420744,Gelechioidea,Gelechiidae,Gelechiinae,Coleotechnites,piceaella,Coleotechnites piceaella (Kearfott)
460,420747,Gelechioidea,Gelechiidae,Gelechiinae,Coleotechnites,quercivorella,Coleotechnites quercivorella (Chambers)
461,420748,Gelechioidea,Gelechiidae,Gelechiinae,Coleotechnites,resinosae,Coleotechnites resinosae (Freeman)
462,420751,Gelechioidea,Gelechiidae,Gelechiinae,Coleotechnites,thujaella,Coleotechnites thujaella (Kearfott)
463,420755,Gelechioidea,Gelechiidae,Gelechiinae,Sinoe,chambersi,Sinoe chambersi Lee
464,420760,Gelechioidea,Gelechiidae,Gelechiinae,Exoteleia,dodecella,Exoteleia dodecella (Linnaeus)
465,420762,Gelechioidea,Gelechiidae,Gelechiinae,Exoteleia,pinifoliella,Exoteleia pinifoliella (Chambers)
466,420765,Gelechioidea,Gelechiidae,Gelechiinae,Arogalea,cristifasciella,Arogalea cristifasciella (Chambers)
467,420769,Gelechioidea,Gelechiidae,Gelechiinae,Telphusa,longifasciella,Telphusa longifasciella (Clemens)
468,420773,Gelechioidea,Gelechiidae,Gelechiinae,Pubitelphusa,latifasciella,Pubitelphusa latifasciella (Chambers)
469,420775,Gelechioidea,Gelechiidae,Gelechiinae,Neotelphusa,praefixa,Neotelphusa praefixa (Braun)
470,420776,Gelechioidea,Gelechiidae,Gelechiinae,Neotelphusa,querciella,Neotelphusa querciella (Chambers)
471,420784,Gelechioidea,Gelechiidae,Gelechiinae,Pseudotelphusa,landryi,Pseudotelphusa landryi Lee
472,420785,Gelechioidea,Gelechiidae,Gelechiinae,Pseudotelphusa,ontariensis,Pseudotelphusa ontariensis Lee
473,420786,Gelechioidea,Gelechiidae,Gelechiinae,Pseudotelphusa,palliderosacella,Pseudotelphusa palliderosacella (Chambers)
474,420787,Gelechioidea,Gelechiidae,Gelechiinae,Pseudotelphusa,quercinigracella,Pseudotelphusa quercinigracella (Chambers)
475,420788,Gelechioidea,Gelechiidae,Gelechiinae,Xenolechia,aethiops,Xenolechia aethiops (Humphreys & Westwood)
476,420791,Gelechioidea,Gelechiidae,Gelechiinae,Xenolechia,ontariensis,Xenolechia ontariensis Keifer
477,420792,Gelechioidea,Gelechiidae,Gelechiinae,Xenolechia,querciphaga,Xenolechia querciphaga Keifer
478,420793,Gelechioidea,Gelechiidae,Gelechiinae,Xenolechia,velatella,Xenolechia velatella (Busck)
479,420795,Gelechioidea,Gelechiidae,Gelechiinae,Carpatolechia,belangerella,Carpatolechia belangerella (Chambers)
480,420796,Gelechioidea,Gelechiidae,Gelechiinae,Carpatolechia,fugitivella,Carpatolechia fugitivella (Zeller)
481,420797,Gelechioidea,Gelechiidae,Gelechiinae,Carpatolechia,notatella,Carpatolechia notatella (Hübner)
482,420803,Gelechioidea,Gelechiidae,Gelechiinae,Pseudochelaria,pennsylvanica,Pseudochelaria pennsylvanica Dietz
483,420805,Gelechioidea,Gelechiidae,Gelechiinae,Pseudochelaria,walsinghami,Pseudochelaria walsinghami Dietz
484,420806,Gelechioidea,Gelechiidae,Gelechiinae,Athrips,mouffetella,Athrips mouffetella (Linnaeus)
485,420807,Gelechioidea,Gelechiidae,Gelechiinae,Athrips,pruinosella,Athrips pruinosella (Lienig & Zeller)
486,420809,Gelechioidea,Gelechiidae,Gelechiinae,Prolita,sexpunctella,Prolita sexpunctella (Fabricius)
487,420867,Gelechioidea,Gelechiidae,Gelechiinae,Gelechia,lynceella,Gelechia lynceella Zeller
488,420869,Gelechioidea,Gelechiidae,Gelechiinae,Gelechia,mandella,Gelechia mandella Busck
489,420881,Gelechioidea,Gelechiidae,Gelechiinae,Gelechia,sabinellus,Gelechia sabinellus (Zeller)
490,420885,Gelechioidea,Gelechiidae,Gelechiinae,Gelechia,versutella,Gelechia versutella Zeller
491,420887,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,formosella,Chionodes formosella (Murtfeldt)
492,420889,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,fuscomaculella,Chionodes fuscomaculella (Chambers)
493,420890,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,bicostomaculella,Chionodes bicostomaculella (Chambers)
494,420892,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,argentipunctella,Chionodes argentipunctella (Ely)
495,420894,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,abitus,Chionodes abitus Hodges
496,420905,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,tarmes,Chionodes tarmes Hodges
497,420912,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,imber,Chionodes imber Hodges
498,420959,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,thoraceochrella,Chionodes thoraceochrella (Chambers)
499,420964,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,obscurusella,Chionodes obscurusella (Chambers)
500,420969,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,soter,Chionodes soter Hodges
501,420971,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,mediofuscella,Chionodes mediofuscella (Clemens)
502,420972,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,terminimaculella,Chionodes terminimaculella (Kearfott)
503,420987,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,adamas,Chionodes adamas Hodges
504,420996,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,fondella,Chionodes fondella (Busck)
505,421006,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,discoocellella,Chionodes discoocellella (Chambers)
506,421009,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,lugubrella,Chionodes lugubrella (Fabricius)
507,421030,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,praeclarella,Chionodes praeclarella (Herrich-Schäffer)
508,421031,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,psiloptera,Chionodes psiloptera (Barnes & Busck)
509,421046,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,praeco,Chionodes praeco Hodges
510,421048,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,occlusa,Chionodes occlusa (Braun)
511,421052,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,theurgis,Chionodes theurgis Hodges
512,421055,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,viduella,Chionodes viduella (Fabricius)
513,421057,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,continuella,Chionodes continuella (Zeller)
514,421058,Gelechioidea,Gelechiidae,Gelechiinae,Chionodes,sattleri,Chionodes sattleri Hodges
515,421076,Gelechioidea,Gelechiidae,Gelechiinae,Filatima,abactella,Filatima abactella (Clarke)
516,421083,Gelechioidea,Gelechiidae,Gelechiinae,Filatima,betulae,Filatima betulae Clarke
517,421093,Gelechioidea,Gelechiidae,Gelechiinae,Filatima,epulatrix,Filatima epulatrix Hodges
518,421100,Gelechioidea,Gelechiidae,Gelechiinae,Filatima,inquilinella,Filatima inquilinella (Busck)
519,421121,Gelechioidea,Gelechiidae,Gelechiinae,Filatima,pseudacaciella,Filatima pseudacaciella (Chambers)
520,421125,Gelechioidea,Gelechiidae,Gelechiinae,Filatima,serotinella,Filatima serotinella (Busck)
521,421132,Gelechioidea,Gelechiidae,Gelechiinae,Filatima,vaccinii,Filatima vaccinii Clarke
522,421137,Gelechioidea,Gelechiidae,Gelechiinae,Aroga,argutiola,Aroga argutiola Hodges
523,421143,Gelechioidea,Gelechiidae,Gelechiinae,Aroga,epigaeella,Aroga epigaeella (Chambers)
524,421151,Gelechioidea,Gelechiidae,Gelechiinae,Aroga,trialbamaculella,Aroga trialbamaculella (Chambers)
525,421186,Gelechioidea,Gelechiidae,Gelechiinae,Gnorimoschema,busckiella,Gnorimoschema busckiella Kearfott
526,421203,Gelechioidea,Gelechiidae,Gelechiinae,Gnorimoschema,gallaeasterella,Gnorimoschema gallaeasterella (Kellicott)
527,421204,Gelechioidea,Gelechiidae,Gelechiinae,Gnorimoschema,gallaesolidaginis,Gnorimoschema gallaesolidaginis (Riley)
528,421208,Gelechioidea,Gelechiidae,Gelechiinae,Gnorimoschema,gibsoniella,Gnorimoschema gibsoniella Busck
529,421212,Gelechioidea,Gelechiidae,Gelechiinae,Gnorimoschema,herbichii,Gnorimoschema herbichii (Nowicki)
530,421218,Gelechioidea,Gelechiidae,Gelechiinae,Gnorimoschema,jocelynae,Gnorimoschema jocelynae Miller
531,421223,Gelechioidea,Gelechiidae,Gelechiinae,Gnorimoschema,lobatum,Gnorimoschema lobatum Povolný
532,421227,Gelechioidea,Gelechiidae,Gelechiinae,Gnorimoschema,nanulum,Gnorimoschema nanulum Povolný
533,421228,Gelechioidea,Gelechiidae,Gelechiinae,Gnorimoschema,nordlandicolella,Gnorimoschema nordlandicolella Strand
534,421234,Gelechioidea,Gelechiidae,Gelechiinae,Gnorimoschema,pedmontella,Gnorimoschema pedmontella (Chambers)
535,421241,Gelechioidea,Gelechiidae,Gelechiinae,Gnorimoschema,rotundatum,Gnorimoschema rotundatum Povolný
536,421246,Gelechioidea,Gelechiidae,Gelechiinae,Gnorimoschema,septentrionella,Gnorimoschema septentrionella Fyles
537,421248,Gelechioidea,Gelechiidae,Gelechiinae,Gnorimoschema,shepherdiae,Gnorimoschema shepherdiae Priest
538,421265,Gelechioidea,Gelechiidae,Gelechiinae,Gnorimoschema,vastificum,Gnorimoschema vastificum Braun
539,421267,Gelechioidea,Gelechiidae,Gelechiinae,Gnorimoschema,vibei,Gnorimoschema vibei (Wolff)
540,421286,Gelechioidea,Gelechiidae,Gelechiinae,Scrobipalpula,manierreorum,Scrobipalpula manierreorum Priest
541,421291X,Gelechioidea,Gelechiidae,Gelechiinae,Scrobipalpula,psilella complex,
542,421296,Gelechioidea,Gelechiidae,Gelechiinae,Scrobipalpula,sacculicola,Scrobipalpula sacculicola (Braun)
543,421298,Gelechioidea,Gelechiidae,Gelechiinae,Scrobipalpa,acuminatella,Scrobipalpa acuminatella (Sircon)
544,421302,Gelechioidea,Gelechiidae,Gelechiinae,Scrobipalpa,atriplicella,Scrobipalpa atriplicella (von Röslerstamm)
545,421305,Gelechioidea,Gelechiidae,Gelechiinae,Scrobipalpa,macromaculata,Scrobipalpa macromaculata (Braun)
546,421310.1,Gelechioidea,Gelechiidae,Gelechiinae,Agonochaetia,shawinigan,Agonochaetia shawinigan Landry
547,421333,Gelechioidea,Gelechiidae,Gelechiinae,Caryocolum,pullatella,Caryocolum pullatella (Tengström)
548,421337,Gelechioidea,Gelechiidae,Gelechiinae,Caryocolum,cassella,Caryocolum cassella (Walker)
549,421341,Gelechioidea,Gelechiidae,Gelechiinae,Scrobipalpopsis,petrella,Scrobipalpopsis petrella (Busck)
550,421354,Gelechioidea,Elachistidae,Elachistinae,Perittia,herrichiella,Perittia herrichiella (Herrich-Schäffer)
551,421363,Gelechioidea,Elachistidae,Elachistinae,Elachista,subalbidella,Elachista subalbidella Schläger
552,421364,Gelechioidea,Elachistidae,Elachistinae,Elachista,patriodoxa,Elachista patriodoxa Meyrick
553,421373,Gelechioidea,Elachistidae,Elachistinae,Elachista,orestella,Elachista orestella Busck
554,421381,Gelechioidea,Elachistidae,Elachistinae,Elachista,acenteta,Elachista acenteta Braun
555,421388,Gelechioidea,Elachistidae,Elachistinae,Elachista,griseicornis,Elachista griseicornis Meyrick
556,421408,Gelechioidea,Elachistidae,Elachistinae,Elachista,albicapitella,Elachista albicapitella Engel
557,421411,Gelechioidea,Elachistidae,Elachistinae,Elachista,morwenella,Elachista morwenella Kaila
558,421418,Gelechioidea,Elachistidae,Elachistinae,Elachista,alpinella,Elachista alpinella Stainton
559,421419,Gelechioidea,Elachistidae,Elachistinae,Elachista,fuliginea,Elachista fuliginea Braun
560,421420,Gelechioidea,Elachistidae,Elachistinae,Elachista,kilmunella,Elachista kilmunella Stainton
561,421423,Gelechioidea,Elachistidae,Elachistinae,Elachista,irrorata,Elachista irrorata Braun
562,421425,Gelechioidea,Elachistidae,Elachistinae,Elachista,maritimella,Elachista maritimella McDunnough
563,421428,Gelechioidea,Elachistidae,Elachistinae,Elachista,gorlimella,Elachista gorlimella Kaila
564,421429,Gelechioidea,Elachistidae,Elachistinae,Elachista,maculoscella,Elachista maculoscella (Clemens)
565,421430,Gelechioidea,Elachistidae,Elachistinae,Elachista,sylvestris,Elachista sylvestris Braun
566,421432,Gelechioidea,Elachistidae,Elachistinae,Elachista,amideta,Elachista amideta Braun
567,421462,Gelechioidea,Elachistidae,Elachistinae,Elachista,helodella,Elachista helodella Kaila
568,421466,Gelechioidea,Elachistidae,Elachistinae,Elachista,freyerella,Elachista freyerella (Hübner)
569,421467,Gelechioidea,Elachistidae,Elachistinae,Elachista,illectella,Elachista illectella (Clemens)
570,421468,Gelechioidea,Elachistidae,Elachistinae,Elachista,beorella,Elachista beorella Kaila
571,421475,Gelechioidea,Elachistidae,Elachistinae,Elachista,leucosticta,Elachista leucosticta Braun
572,421478,Gelechioidea,Elachistidae,Elachistinae,Elachista,cucullata,Elachista cucullata Braun
573,421480,Gelechioidea,Elachistidae,Elachistinae,Elachista,albidella,Elachista albidella Nylander
574,421482,Gelechioidea,Elachistidae,Elachistinae,Elachista,inaudita,Elachista inaudita Braun
575,421483,Gelechioidea,Elachistidae,Elachistinae,Elachista,eleochariella,Elachista eleochariella Stainton
576,421487,Gelechioidea,Elachistidae,Elachistinae,Elachista,huron,Elachista huron Kaila
577,421488,Gelechioidea,Elachistidae,Elachistinae,Elachista,serra,Elachista serra Kaila
578,421496,Gelechioidea,Elachistidae,Elachistinae,Elachista,madarella,Elachista madarella (Clemens)
579,421501,Gelechioidea,Elachistidae,Parametriotinae,Blastodacna,bicristatella,Blastodacna bicristatella (Chambers)
580,421502,Gelechioidea,Elachistidae,Parametriotinae,Blastodacna,atra,Blastodacna atra (Haworth)
581,421506,Gelechioidea,Elachistidae,Parametriotinae,Chrysoclista,linneella,Chrysoclista linneella (Clerck)
582,421509,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,multipulvella,Coleophora multipulvella Chambers
583,421510,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,sacramenta,Coleophora sacramenta Heinrich
584,421511,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,tiliaefoliella,Coleophora tiliaefoliella Clemens
585,421512,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,atromarginata,Coleophora atromarginata Braun
586,421513,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,albovanescens,Coleophora albovanescens Heinrich
587,421515,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,elaeagnisella,Coleophora elaeagnisella Kearfott
588,421516,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,querciella,Coleophora querciella Clemens
589,421517,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,rosaefoliella,Coleophora rosaefoliella Clemens
590,421521,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,asterophagella,Coleophora asterophagella McDunnough
591,421526,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,pruniella,Coleophora pruniella Clemens
592,421528,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,kalmiella,Coleophora kalmiella (McDunnough)
593,421529,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,canadensisella,Coleophora canadensisella McDunnough
594,421530,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,salicivorella,Coleophora salicivorella McDunnough
595,421531,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,gaylussaciella,Coleophora gaylussaciella Heinrich
596,421532,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,cornivorella,Coleophora cornivorella McDunnough
597,421534,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,affiliatella,Coleophora affiliatella McDunnough
598,421536,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,dissociella,Coleophora dissociella McDunnough
599,421537,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,vacciniivorella,Coleophora vacciniivorella McDunnough
600,421538,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,cretaticostella,Coleophora cretaticostella Clemens
601,421541,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,rupestrella,Coleophora rupestrella McDunnough
602,421542,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,ledi,Coleophora ledi Stainton
603,421543,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,persimplexella,Coleophora persimplexella McDunnough
604,421547,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,kearfottella,Coleophora kearfottella Barnes & Busck
605,421548,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,laticornella,Coleophora laticornella Clemens
606,421549,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,corylifoliella,Coleophora corylifoliella Clemens
607,421550,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,juglandella,Coleophora juglandella McDunnough
608,421551,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,lentella,Coleophora lentella Heinrich
609,421552,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,ostryae,Coleophora ostryae Clemens
610,421554,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,cornella,Coleophora cornella Walsingham
611,421555,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,alnifoliae,Coleophora alnifoliae Barasch
612,421557,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,comptoniella,Coleophora comptoniella (McDunnough)
613,421558,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,badiipennella,Coleophora badiipennella (Duponchel)
614,421559,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,limosipennella,Coleophora limosipennella (Duponchel)
615,421560,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,granifera,Coleophora granifera Braun
616,421561,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,astericola,Coleophora astericola Heinrich
617,421562,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,paludoides,Coleophora paludoides McDunnough
618,421565,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,spinella,Coleophora spinella (Schrank)
619,421566,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,serratella,Coleophora serratella (Linnaeus)
620,421569,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,laricella,Coleophora laricella (Hübner)
621,421570,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,asterosella,Coleophora asterosella McDunnough
622,421571,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,rosaevorella,Coleophora rosaevorella McDunnough
623,421574,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,rosacella,Coleophora rosacella Clemens
624,421576,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,heinrichella,Coleophora heinrichella (McDunnough)
625,421579,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,mcdunnoughiella,Coleophora mcdunnoughiella Oudejans
626,421583,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,seminella,Coleophora seminella McDunnough
627,421588,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,simulans,Coleophora simulans McDunnough
628,421589,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,versurella,Coleophora versurella Zeller
629,421591,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,subapicis,Coleophora subapicis Braun
630,421593,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,puberuloides,Coleophora puberuloides McDunnough
631,421595,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,duplicis,Coleophora duplicis Braun
632,421597,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,acuminatoides,Coleophora acuminatoides McDunnough
633,421598,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,bidens,Coleophora bidens Braun
634,421600,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,intermediella,Coleophora intermediella McDunnough
635,421601,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,dextrella,Coleophora dextrella Braun
636,421602,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,detractella,Coleophora detractella McDunnough
637,421607,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,lineapulvella,Coleophora lineapulvella Chambers
638,421608,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,quadruplex,Coleophora quadruplex McDunnough
639,421610,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,sparsipulvella,Coleophora sparsipulvella Chambers
640,421616,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,quadrilineella,Coleophora quadrilineella Chambers
641,421619,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,borea,Coleophora borea Braun
642,421620,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,sparsiatomella,Coleophora sparsiatomella McDunnough
643,421622,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,cratipennella,Coleophora cratipennella Clemens
644,421625,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,benestrigatella,Coleophora benestrigatella McDunnough
645,421626,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,brunneipennis,Coleophora brunneipennis Braun
646,421627,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,bidentella,Coleophora bidentella McDunnough
647,421633,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,sexdentatella,Coleophora sexdentatella McDunnough
648,421635,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,latronella,Coleophora latronella McDunnough
649,421636,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,glissandella,Coleophora glissandella McDunnough
650,421637,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,glaucicolella,Coleophora glaucicolella Wood
651,421638,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,alticolella,Coleophora alticolella Zeller
652,421639,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,fagicorticella,Coleophora fagicorticella Chambers
653,421640,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,bispinatella,Coleophora bispinatella McDunnough
654,421643,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,concolorella,Coleophora concolorella Clemens
655,421644,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,maritella,Coleophora maritella McDunnough
656,421646,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,mayrella,Coleophora mayrella (Hübner)
657,421647,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,trifolii,Coleophora trifolii (Curtis)
658,421652,Gelechioidea,Coleophoridae,[Coleophorinae],Coleophora,deauratella,Coleophora deauratella Lienig & Zeller
659,421663,Gelechioidea,Batrachedridae,[Batrachedrinae],Batrachedra,praeangusta,Batrachedra praeangusta (Haworth)
660,421685,Gelechioidea,Batrachedridae,[Batrachedrinae],Duospina,trichella,Duospina trichella (Busck)
661,421703,Gelechioidea,Scythrididae,[Scythridinae],Scythris,basilaris,Scythris basilaris (Zeller)
662,421704,Gelechioidea,Scythrididae,[Scythridinae],Scythris,eboracensis,Scythris eboracensis (Zeller)
663,421705,Gelechioidea,Scythrididae,[Scythridinae],Scythris,fuscicomella,Scythris fuscicomella (Clemens)
664,421707,Gelechioidea,Scythrididae,[Scythridinae],Scythris,pilosella,Scythris pilosella (Zeller)
665,421708,Gelechioidea,Scythrididae,[Scythridinae],Scythris,inspersella,Scythris inspersella (Hübner)
666,421709,Gelechioidea,Scythrididae,[Scythridinae],Scythris,noricella,Scythris noricella Zeller
667,421710,Gelechioidea,Scythrididae,[Scythridinae],Scythris,immaculatella,Scythris immaculatella Chambers
668,421711,Gelechioidea,Scythrididae,[Scythridinae],Scythris,limbella,Scythris limbella (Fabricius)
669,421723,Gelechioidea,Scythrididae,[Scythridinae],Landryia,impositella,Landryia impositella (Zeller)
670,421724,Gelechioidea,Scythrididae,[Scythridinae],Landryia,matutella,Landryia matutella (Clemens)
671,421726,Gelechioidea,Scythrididae,[Scythridinae],Landryia,scintillifera,Landryia scintillifera (Braun)
672,421733,Gelechioidea,Blastobasidae,Holcocerinae,Asaphocrita,aphidiella,Asaphocrita aphidiella (Walsingham)
673,421734,Gelechioidea,Blastobasidae,Holcocerinae,Asaphocrita,busckiella,Asaphocrita busckiella (Dietz)
674,421743,Gelechioidea,Blastobasidae,Holcocerinae,Holcocera,chalcofrontella,Holcocera chalcofrontella Clemens
675,421745,Gelechioidea,Blastobasidae,Holcocerinae,Holcocera,concolor,Holcocera concolor Adamski & Maier
676,421752,Gelechioidea,Blastobasidae,Holcocerinae,Holcocera,immaculella,Holcocera immaculella McDunnough
677,421765,Gelechioidea,Blastobasidae,Blastobasinae,Blastobasis,floridella,Blastobasis floridella (Dietz)
678,421766,Gelechioidea,Blastobasidae,Blastobasinae,Blastobasis,glandulella,Blastobasis glandulella (Riley)
679,421779,Gelechioidea,Blastobasidae,Blastobasinae,Hypatopa,boreasella,Hypatopa boreasella (Dietz)
680,421794,Gelechioidea,Blastobasidae,Blastobasinae,Hypatopa,simplicella,Hypatopa simplicella (Dietz)
681,421798,Gelechioidea,Blastobasidae,Blastobasinae,Hypatopa,titanella,Hypatopa titanella McDunnough
682,421800,Gelechioidea,Blastobasidae,Blastobasinae,Hypatopa,vestaliella,Hypatopa vestaliella (Dietz)
683,421802,Gelechioidea,Blastobasidae,Blastobasinae,Pigritia,fidella,Pigritia fidella (Dietz)
684,421809,Gelechioidea,Stathmopodidae,[Stathmopodinae],Stathmopoda,aenea,Stathmopoda aenea (Braun)
685,421819,Gelechioidea,Momphidae,[Momphinae],Mompha,brevivittella,Mompha brevivittella (Clemens)
686,421822,Gelechioidea,Momphidae,[Momphinae],Mompha,cephalonthiella,Mompha cephalonthiella (Chambers)
687,421824,Gelechioidea,Momphidae,[Momphinae],Mompha,claudiella,Mompha claudiella Kearfott
688,421828,Gelechioidea,Momphidae,[Momphinae],Mompha,conturbatella,Mompha conturbatella (Hübner)
689,421833,Gelechioidea,Momphidae,[Momphinae],Mompha,eloisella,Mompha eloisella (Clemens)
690,421834,Gelechioidea,Momphidae,[Momphinae],Mompha,epilobiella,Mompha epilobiella ([Denis & Schiffermüller])
691,421836,Gelechioidea,Momphidae,[Momphinae],Mompha,idaei,Mompha idaei (Zeller)
692,421837.1,Gelechioidea,Momphidae,[Momphinae],Mompha,locupletella,Mompha locupletella ([Denis & Schiffermüller])
693,421841,Gelechioidea,Momphidae,[Momphinae],Mompha,murtfeldtella,Mompha murtfeldtella (Chambers)
