,SP NO.,superfamily,family,subfamily,val genus,name,FULL NAME
2846,932457,Noctuoidea,Noctuidae,Noctuinae,Hydraecia,immanis,Hydraecia immanis (Guenée)
2847,932458,Noctuoidea,Noctuidae,Noctuinae,Hydraecia,micacea,Hydraecia micacea (Esper)
2848,932460,Noctuoidea,Noctuidae,Noctuinae,Hydraecia,stramentosa,Hydraecia stramentosa (Guenée)
2849,932465,Noctuoidea,Noctuidae,Noctuinae,Papaipema,unimoda,Papaipema unimoda (Smith)
2850,932467,Noctuoidea,Noctuidae,Noctuinae,Papaipema,appassionata,Papaipema appassionata (Harvey)
2851,932468,Noctuoidea,Noctuidae,Noctuinae,Papaipema,furcata,Papaipema furcata (Smith)
2852,932473,Noctuoidea,Noctuidae,Noctuinae,Papaipema,nepheleptena,Papaipema nepheleptena (Dyar)
2853,932475,Noctuoidea,Noctuidae,Noctuinae,Papaipema,speciosissima,Papaipema speciosissima (Grote & Robinson)
2854,932476,Noctuoidea,Noctuidae,Noctuinae,Papaipema,inquaesita,Papaipema inquaesita (Grote & Robinson)
2855,932480,Noctuoidea,Noctuidae,Noctuinae,Papaipema,insulidens,Papaipema insulidens (Bird)
2856,932483,Noctuoidea,Noctuidae,Noctuinae,Papaipema,harrisii,Papaipema harrisii (Grote)
2857,932487,Noctuoidea,Noctuidae,Noctuinae,Papaipema,lysimachiae,Papaipema lysimachiae Bird
2858,932488,Noctuoidea,Noctuidae,Noctuinae,Papaipema,leucostigma,Papaipema leucostigma (Harris)
2859,932489,Noctuoidea,Noctuidae,Noctuinae,Papaipema,pterisii,Papaipema pterisii Bird
2860,932492,Noctuoidea,Noctuidae,Noctuinae,Papaipema,arctivorens,Papaipema arctivorens Hampson
2861,932494,Noctuoidea,Noctuidae,Noctuinae,Papaipema,baptisiae,Papaipema baptisiae (Bird)
2862,932497,Noctuoidea,Noctuidae,Noctuinae,Papaipema,cataphracta,Papaipema cataphracta (Grote)
2863,932499,Noctuoidea,Noctuidae,Noctuinae,Papaipema,aerata,Papaipema aerata (Lyman)
2864,932500,Noctuoidea,Noctuidae,Noctuinae,Papaipema,impecuniosa,Papaipema impecuniosa (Grote)
2865,932502,Noctuoidea,Noctuidae,Noctuinae,Papaipema,eupatorii,Papaipema eupatorii (Lyman)
2866,932505,Noctuoidea,Noctuidae,Noctuinae,Papaipema,rigida,Papaipema rigida (Grote)
2867,932506,Noctuoidea,Noctuidae,Noctuinae,Papaipema,nelita,Papaipema nelita (Strecker)
2868,932514,Noctuoidea,Noctuidae,Noctuinae,Bellura,vulnifica,Bellura vulnifica (Grote)
2869,932517,Noctuoidea,Noctuidae,Noctuinae,Bellura,obliqua,Bellura obliqua (Walker)
2870,932518,Noctuoidea,Noctuidae,Noctuinae,Bellura,densa,Bellura densa (Walker)
2871,932519,Noctuoidea,Noctuidae,Noctuinae,Xylena,nupera,Xylena nupera (Lintner)
2872,932520,Noctuoidea,Noctuidae,Noctuinae,Xylena,curvimacula,Xylena curvimacula (Morrison)
2873,932521,Noctuoidea,Noctuidae,Noctuinae,Xylena,thoracica,Xylena thoracica (Putnam-Cramer)
2874,932522,Noctuoidea,Noctuidae,Noctuinae,Xylena,cineritia,Xylena cineritia (Grote)
2875,932524,Noctuoidea,Noctuidae,Noctuinae,Lithomoia,germana,Lithomoia germana (Morrison)
2876,932527,Noctuoidea,Noctuidae,Noctuinae,Homoglaea,hircina,Homoglaea hircina Morrison
2877,932530,Noctuoidea,Noctuidae,Noctuinae,Litholomia,napaea,Litholomia napaea (Morrison)
2879,932531,Noctuoidea,Noctuidae,Noctuinae,Lithophane,semiusta,Lithophane semiusta Grote
2880,932532,Noctuoidea,Noctuidae,Noctuinae,Lithophane,patefacta,Lithophane patefacta (Walker)
2881,932533,Noctuoidea,Noctuidae,Noctuinae,Lithophane,bethunei,Lithophane bethunei (Grote & Robinson)
2882,932534,Noctuoidea,Noctuidae,Noctuinae,Lithophane,innominata,Lithophane innominata (Smith)
2883,932536,Noctuoidea,Noctuidae,Noctuinae,Lithophane,petulca,Lithophane petulca Grote
2884,932537,Noctuoidea,Noctuidae,Noctuinae,Lithophane,disposita,Lithophane disposita Morrison
2885,932538,Noctuoidea,Noctuidae,Noctuinae,Lithophane,hemina,Lithophane hemina Grote
2886,932539,Noctuoidea,Noctuidae,Noctuinae,Lithophane,lanei,Lithophane lanei Troubridge
2887,932541,Noctuoidea,Noctuidae,Noctuinae,Lithophane,oriunda,Lithophane oriunda Grote
2888,932542,Noctuoidea,Noctuidae,Noctuinae,Lithophane,signosa,Lithophane signosa (Walker)
2889,932544,Noctuoidea,Noctuidae,Noctuinae,Lithophane,amanda,Lithophane amanda (Smith)
2890,932545,Noctuoidea,Noctuidae,Noctuinae,Lithophane,pexata,Lithophane pexata Grote
2892,932547,Noctuoidea,Noctuidae,Noctuinae,Lithophane,thaxteri,Lithophane thaxteri Grote
2893,932548,Noctuoidea,Noctuidae,Noctuinae,Lithophane,fagina,Lithophane fagina Morrison
2894,932549,Noctuoidea,Noctuidae,Noctuinae,Lithophane,baileyi,Lithophane baileyi Grote
2895,932553,Noctuoidea,Noctuidae,Noctuinae,Lithophane,tepida,Lithophane tepida Grote
2897,932558,Noctuoidea,Noctuidae,Noctuinae,Lithophane,lepida,Lithophane lepida Grote
2898,932571,Noctuoidea,Noctuidae,Noctuinae,Lithophane,thujae,Lithophane thujae Webster & Thomas
2899,932573,Noctuoidea,Noctuidae,Noctuinae,Lithophane,georgii,Lithophane georgii Grote
2901,932577,Noctuoidea,Noctuidae,Noctuinae,Lithophane,antennata,Lithophane antennata (Walker)
2902,932580,Noctuoidea,Noctuidae,Noctuinae,Lithophane,laticinerea,Lithophane laticinerea Grote
2904,932581,Noctuoidea,Noctuidae,Noctuinae,Lithophane,grotei,Lithophane grotei (Riley)
2905,932582,Noctuoidea,Noctuidae,Noctuinae,Lithophane,unimoda,Lithophane unimoda (Lintner)
2907,932583,Noctuoidea,Noctuidae,Noctuinae,Pyreferra,hesperidago,Pyreferra hesperidago (Guenée)
2908,932584,Noctuoidea,Noctuidae,Noctuinae,Pyreferra,citrombra,Pyreferra citrombra Franclemont
2909,932585,Noctuoidea,Noctuidae,Noctuinae,Pyreferra,ceromatica,Pyreferra ceromatica (Grote)
2910,932586,Noctuoidea,Noctuidae,Noctuinae,Pyreferra,pettiti,Pyreferra pettiti (Grote)
2911,932587,Noctuoidea,Noctuidae,Noctuinae,Eupsilia,vinulenta,Eupsilia vinulenta (Grote)
2912,932588,Noctuoidea,Noctuidae,Noctuinae,Eupsilia,sidus,Eupsilia sidus (Guenée)
2913,932590,Noctuoidea,Noctuidae,Noctuinae,Eupsilia,tristigmata,Eupsilia tristigmata (Grote)
2914,932591,Noctuoidea,Noctuidae,Noctuinae,Eupsilia,morrisoni,Eupsilia morrisoni (Grote)
2915,932594,Noctuoidea,Noctuidae,Noctuinae,Eupsilia,devia,Eupsilia devia (Grote)
2916,932597,Noctuoidea,Noctuidae,Noctuinae,Metaxaglaea,inulta,Metaxaglaea inulta (Grote)
2917,932602,Noctuoidea,Noctuidae,Noctuinae,Epiglaea,decliva,Epiglaea decliva (Grote)
2918,932603,Noctuoidea,Noctuidae,Noctuinae,Epiglaea,apiata,Epiglaea apiata (Grote)
2919,932604,Noctuoidea,Noctuidae,Noctuinae,Chaetaglaea,cerata,Chaetaglaea cerata Franclemont
2920,932607,Noctuoidea,Noctuidae,Noctuinae,Chaetaglaea,sericea,Chaetaglaea sericea (Morrison)
2921,932608,Noctuoidea,Noctuidae,Noctuinae,Psectraglaea,carnosa,Psectraglaea carnosa (Grote)
2922,932609,Noctuoidea,Noctuidae,Noctuinae,Eucirroedia,pampina,Eucirroedia pampina (Guenée)
2923,932616,Noctuoidea,Noctuidae,Noctuinae,Sunira,bicolorago,Sunira bicolorago (Guenée)
2924,932618,Noctuoidea,Noctuidae,Noctuinae,Sunira,verberata,Sunira verberata (Smith)
2925,932619,Noctuoidea,Noctuidae,Noctuinae,Anathix,ralla,Anathix ralla (Grote & Robinson)
2926,932620,Noctuoidea,Noctuidae,Noctuinae,Anathix,puta,Anathix puta (Grote & Robinson)
2928,932622,Noctuoidea,Noctuidae,Noctuinae,Xanthia,tatago,Xanthia tatago Lafontaine & Mikkola
2929,932624,Noctuoidea,Noctuidae,Noctuinae,Hillia,iris,Hillia iris (Zetterstedt)
2930,932625,Noctuoidea,Noctuidae,Noctuinae,Parastichtis,suspecta,Parastichtis suspecta (Hübner)
2931,932654,Noctuoidea,Noctuidae,Noctuinae,Brachylomia,algens,Brachylomia algens (Grote)
2932,932656,Noctuoidea,Noctuidae,Noctuinae,Brachylomia,discinigra,Brachylomia discinigra (Walker)
2933,932664,Noctuoidea,Noctuidae,Noctuinae,Hyppa,xylinoides,Hyppa xylinoides (Guenée)
2934,932665,Noctuoidea,Noctuidae,Noctuinae,Hyppa,contrasta,Hyppa contrasta McDunnough
2935,932667,Noctuoidea,Noctuidae,Noctuinae,Hyppa,brunneicrista,Hyppa brunneicrista Smith
2936,932672,Noctuoidea,Noctuidae,Noctuinae,Cosmia,calami,Cosmia calami (Harvey)
2937,932674,Noctuoidea,Noctuidae,Noctuinae,Enargia,decolor,Enargia decolor (Walker)
2938,932675,Noctuoidea,Noctuidae,Noctuinae,Enargia,infumata,Enargia infumata (Grote)
2939,932676,Noctuoidea,Noctuidae,Noctuinae,Enargia,fausta,Enargia fausta Schmidt
2940,932679,Noctuoidea,Noctuidae,Noctuinae,Ipimorpha,pleonectusa,Ipimorpha pleonectusa Grote
2942,932681,Noctuoidea,Noctuidae,Noctuinae,Andropolia,contacta,Andropolia contacta (Walker)
2944,932693,Noctuoidea,Noctuidae,Noctuinae,Fishia,yosemitae,Fishia yosemitae (Grote)
2945,932695,Noctuoidea,Noctuidae,Noctuinae,Fishia,illocata,Fishia illocata (Walker)
2946,932696,Noctuoidea,Noctuidae,Noctuinae,Platypolia,anceps,Platypolia anceps (Stephens)
2947,932699,Noctuoidea,Noctuidae,Noctuinae,Platypolia (prov. plcmt.),mactata,Platypolia (prov. plcmt.) mactata (Guenée)
2949,932701,Noctuoidea,Noctuidae,Noctuinae,Xylotype,arcadia,Xylotype arcadia Barnes & Benjamin
2950,932705,Noctuoidea,Noctuidae,Noctuinae,Mniotype,ducta,Mniotype ducta (Grote)
2951,932706,Noctuoidea,Noctuidae,Noctuinae,Mniotype,tenera,Mniotype tenera (Smith)
2952,932707,Noctuoidea,Noctuidae,Noctuinae,Sutyna,privata,Sutyna privata (Walker)
2953,932709,Noctuoidea,Noctuidae,Noctuinae,Ufeus,satyricus,Ufeus satyricus Grote
2955,932710,Noctuoidea,Noctuidae,Noctuinae,Ufeus,plicatus,Ufeus plicatus Grote
2956,932720,Noctuoidea,Noctuidae,Noctuinae,Properigea,costa,Properigea costa (Barnes & Benjamin)
2957,932749,Noctuoidea,Noctuidae,Noctuinae,Fagitana,littera,Fagitana littera (Guenée)
2958,932756,Noctuoidea,Noctuidae,Noctuinae,Stretchia,plusiaeformis,Stretchia plusiaeformis Edwards
2959,932770,Noctuoidea,Noctuidae,Noctuinae,Orthosia,rubescens,Orthosia rubescens (Walker)
2960,932771,Noctuoidea,Noctuidae,Noctuinae,Orthosia,garmani,Orthosia garmani (Grote)
2961,932773,Noctuoidea,Noctuidae,Noctuinae,Orthosia,revicta,Orthosia revicta (Morrison)
2962,932774,Noctuoidea,Noctuidae,Noctuinae,Orthosia,alurina,Orthosia alurina (Smith)
2963,932776,Noctuoidea,Noctuidae,Noctuinae,Orthosia,segregata,Orthosia segregata (Smith)
2964,932778,Noctuoidea,Noctuidae,Noctuinae,Orthosia,hibisci,Orthosia hibisci (Guenée)
2965,932784,Noctuoidea,Noctuidae,Noctuinae,Crocigrapha,normani,Crocigrapha normani (Grote)
2966,932795,Noctuoidea,Noctuidae,Noctuinae,Egira,dolosa,Egira dolosa (Grote)
2967,932799,Noctuoidea,Noctuidae,Noctuinae,Egira,alternans,Egira alternans (Walker)
2968,932800,Noctuoidea,Noctuidae,Noctuinae,Achatia,distincta,Achatia distincta Hübner
2969,932802,Noctuoidea,Noctuidae,Noctuinae,Morrisonia,evicta,Morrisonia evicta (Grote)
2970,932803,Noctuoidea,Noctuidae,Noctuinae,Morrisonia,confusa,Morrisonia confusa (Hübner)
2971,932805,Noctuoidea,Noctuidae,Noctuinae,Morrisonia,latex,Morrisonia latex (Guenée)
2972,932810,Noctuoidea,Noctuidae,Noctuinae,Nephelodes,minians,Nephelodes minians Guenée
2974,932823,Noctuoidea,Noctuidae,Noctuinae,Anarta,nigrolunata,Anarta nigrolunata Packard
2975,932826,Noctuoidea,Noctuidae,Noctuinae,Anarta,trifolii,Anarta trifolii (Hufnagel)
2977,932837,Noctuoidea,Noctuidae,Noctuinae,Anarta,farnhami,Anarta farnhami (Grote)
2978,932863,Noctuoidea,Noctuidae,Noctuinae,Coranarta,luteola,Coranarta luteola (Grote & Robinson)
2979,932867,Noctuoidea,Noctuidae,Noctuinae,Polia,nimbosa,Polia nimbosa (Guenée)
2981,932868,Noctuoidea,Noctuidae,Noctuinae,Polia,imbrifera,Polia imbrifera (Guenée)
2982,932869,Noctuoidea,Noctuidae,Noctuinae,Polia,rogenhoferi,Polia rogenhoferi (Möschler)
2983,932870,Noctuoidea,Noctuidae,Noctuinae,Polia,propodea,Polia propodea McCabe
